,FIPS,exposure1,exposure2,exposure3,exposure4
0,17031030702,0.00028607113127844834,0.00016856773760643936,0.00029531166846396114,0.00023121156868008414
0,17031030703,0.0005124028799489957,0.0003019339764555038,0.0005289120660931171,0.0004140861007880571
0,17031030706,0.0009333873157460809,0.0005499995313148809,0.0009635360126380285,0.0007542426206346714
0,17031030800,0.0005312887948511919,0.0003130625231685673,0.0005485525667795197,0.0004293441148290016
0,17031030900,0.00023128268768785455,0.00013628358526373088,0.00023870333252701612,0.00018685371671691746
0,17031031000,0.0006989932744956389,0.0004118825774459532,0.0007214793242990509,0.0005647919648865796
0,17031031100,0.0014055528940461774,0.0008282236322718304,0.0014502453245560664,0.0011355274242200743
0,17031031200,0.0012446190249221993,0.0007333931679001056,0.0012848390636026911,0.00100607781051619
0,17031031300,0.0031268951020221258,0.0018425264748838906,0.003228298768043622,0.002527694431661333
0,17031031400,0.0030675291828087827,0.0018075450398540897,0.003163765230673295,0.0024794208954584973
0,17031031501,0.0009933361497364674,0.0005853244495362426,0.001025323169853032,0.0008031513461067997
0,17031031502,0.0012407161846066264,0.0007310934148306669,0.0012802085213684613,0.0010026026066648072
0,17031031700,0.0019484074611222527,0.0011481012998029443,0.002011350429779598,0.0015744420489361823
0,17031031800,0.00014370069228870504,8.467579543357809e-05,0.0001482548497402055,0.00011602531677508464
0,17031031900,0.00024493210529229713,0.00014432652002245296,0.00025283693173365317,0.00019803080318193272
0,17031032100,0.004839415547523456,0.0028516310839817893,0.004995073941391569,0.00391082909043865
0,17031040100,0.00033354834460813963,0.00019654373925008162,0.00034426241258497087,0.00026948969387471467
0,17031040201,0.0012929501763177828,0.000761872353514742,0.001334470284537038,0.0010443954722848476
0,17031040202,0.0010077385829103669,0.0005938110995708048,0.0010401288344890774,0.0008145385851335027
0,17031040300,0.00017596751734263706,0.00010368905858521693,0.00018168732761074643,0.0001422571579603049
0,17031040401,0.00022485494832576262,0.00013249603257587528,0.00023206460598713307,0.0001816547745426522
0,17031040402,0.0011722273106662406,0.0006907362684113534,0.0012104679465074321,0.0009476713983018806
0,17031040600,0.00014995111949422149,8.835886673266014e-05,0.00015482526880285441,0.00012122476019638272
0,17031040700,0.0002785425116992799,0.00016413149000575231,0.00028749628445791923,0.0002250560844563935
0,17031040800,9.973725135961305e-05,5.8770288150503046e-05,0.0001029792028461984,8.063043756856633e-05
0,17031040900,0.00011537563661792912,6.798522434847367e-05,0.00011912591258353169,9.327295407122617e-05
0,17031050100,0.0002180444492569156,0.0001284829382979741,0.00022510958634759033,0.0001762606939661116
0,17031050200,0.0005346800492255819,0.0003150608236436412,0.0005519045432919113,0.00043205602637175244
0,17031050300,0.00019042012286219978,0.00011220527273120006,0.00019660971393247072,0.00015394105631485786
0,17031050500,0.0004907077507636975,0.00028915009704935153,0.0005065055925409865,0.00039651090531302185
0,17031050600,0.0001907501160919659,0.00011239972161500952,0.0001969504335661356,0.00015420783225010787
0,17031050700,0.00010984687758909005,6.472739683858966e-05,0.00011341744167865634,8.880334764404349e-05
0,17031050800,4.6388752526725454e-05,2.7334624884619492e-05,4.789661526772489e-05,3.750199011404078e-05
0,17031050900,2.7150940191050884e-05,1.5998722210939773e-05,2.803347935986339e-05,2.194959414019781e-05
0,17031051000,6.142448841164187e-05,3.6194449257814624e-05,6.342108656132284e-05,4.965730768134575e-05
0,17031051100,5.4214456997442756e-05,3.194593009360772e-05,5.602457149735162e-05,4.38317930867578e-05
0,17031051200,7.048316921621052e-05,4.1532287165823335e-05,7.272556454428193e-05,5.691962205202283e-05
0,17031051300,0.0002725907617783034,0.00016062441463434107,0.000281361641948844,0.00022015995123150097
0,17031051400,0.00011711698555280311,6.901131617753525e-05,0.00012079054539058064,9.451361456006864e-05
0,17031060100,0.0003927337067203407,0.00023141878080385763,0.00040543289241910455,0.000317422290587327
0,17031060200,0.00026091040430459376,0.0001537417507843452,0.0002693365560269744,0.0002108659160978071
0,17031060300,0.0002649504052382764,0.00015612232590311124,0.0002735625972570489,0.00021419346149117739
0,17031060400,0.0004727869729979212,0.00027859025848533974,0.0004881548762542705,0.00038221446841452334
0,17031060500,6.574666210619867e-05,3.8741294995018146e-05,6.788201881038455e-05,5.310158092479527e-05
0,17031060800,0.003638149018614763,0.00214378342338237,0.0037556593677406705,0.002940668675347998
0,17031060900,0.00650353689238675,0.0038322164682970975,0.00671278461843303,0.0052564102850036435
0,17031061000,0.0002544530813238435,0.0001499367659157406,0.00026268354680534416,0.00020572192718053267
0,17031061100,0.00011042848635133802,6.50701104594511e-05,0.00011398403582863826,8.928592985415106e-05
0,17031061200,0.00017513917943871415,0.00010320095953861268,0.00018083206464860824,0.00014158750598235794
0,17031061500,0.0001805523125274702,0.0001063906543325486,0.00018543035430608655,0.00014619436207218597
0,17031061800,0.00015984816526723594,9.419071214638226e-05,0.00016493695163444008,0.0001290916227773984
0,17031061901,0.001483308159739399,0.0008740410105103086,0.0015312616718885688,0.0011988155653784088
0,17031061902,0.0024569347071648467,0.0014477515545963811,0.0025367790641788834,0.001986410347863029
0,17031062000,0.0008031319421931503,0.00047324640515085934,0.0008289210346363353,0.0006490910922167934
0,17031062100,0.0009147212950953664,0.0005390005575381701,0.000944233688554841,0.0007392103463805004
0,17031062200,0.000497669271988891,0.00029325218130366287,0.0005137753779881385,0.00040235582108419024
0,17031062300,8.675101131945606e-05,5.111813152148353e-05,8.957084609809686e-05,7.0131990874533e-05
0,17031062400,8.345498221872204e-05,4.917594264659544e-05,8.613272698317708e-05,6.74801575373661e-05
0,17031062500,0.00010327391271881592,6.0854269855810946e-05,0.00010661619268777215,8.348130246440508e-05
0,17031062600,0.00020231085857581256,0.00011921190219696341,0.00020888695707232483,0.00016355386607782112
0,17031062700,0.00020955747557177646,0.00012348197945659818,0.00021645294179372507,0.00016941798060627537
0,17031062800,0.0004707406042158075,0.00027738443336636437,0.00048614986943362125,0.0003805675169056435
0,17031062900,0.0007913139593130564,0.0004662826453745189,0.0008169377580264515,0.0006397564979523789
0,17031063000,0.0006642493689312707,0.00039140969180235895,0.0006854305273974418,0.0005368391039910666
0,17031063100,0.000593150959592946,0.0003495148736988407,0.000612308094380238,0.000479452266187725
0,17031063200,0.004621216526297653,0.0027230570639763555,0.00477035077860937,0.003735241318127251
0,17031063301,0.0007587755587685204,0.0004471093560579341,0.0007828822765445502,0.0006128314229622168
0,17031063302,0.002326148167777153,0.0013706854383635596,0.0024011139814562187,0.0018800337328389058
0,17031063303,0.00019134189330737266,0.0001127484270083934,0.00019753499373126183,0.00015471704879594397
0,17031063400,0.0006167139808082089,0.0003633994105959371,0.0006365830106570409,0.0004985206573767451
0,17031070101,0.0016782197012860784,0.0009888928567804115,0.0017316844296017917,0.0013558516196514909
0,17031070102,0.0008652114666692631,0.0005098268351504037,0.0008930821365580559,0.0006992406442990531
0,17031070103,0.00041344687363339695,0.0002436240378306501,0.0004267616217466598,0.00033415448169172766
0,17031070200,0.0011132169619512927,0.00065596435369982,0.0011491131474530008,0.0008996074058438742
0,17031070300,0.0006931558596151596,0.0004084428741264509,0.0007154959562863748,0.0005602617801376967
0,17031070400,0.00039116660110714065,0.00023049536204913456,0.00040373069219805,0.00031617012605200103
0,17031070500,0.0003857736750078551,0.000227317574246595,0.0003983132178780299,0.0003118704375175182
0,17031070600,0.000539472314034587,0.0003178846711016311,0.0005569528944383938,0.0004361846645305385
0,17031070700,0.0006533067543751262,0.0003849617438008076,0.0006741603738177085,0.000527719729883327
0,17031071000,0.0005608763287888771,0.00033049701100010807,0.000578405552017153,0.000453245077660088
0,17031071100,0.0002649702220033634,0.00015613400295434818,0.00027334684621543593,0.00021391342418026853
0,17031071200,0.00017820716576975385,0.00010500877395357879,0.00018395289306546308,0.00014408488286831713
0,17031071300,0.0008000071010868752,0.00047140508899529225,0.0008260066169224387,0.0006466146440612044
0,17031071400,0.0023921685027064763,0.0014095879953790857,0.0024690045184927937,0.001933099977065748
0,17031071500,0.00447055337900638,0.002634278634059091,0.004614635405035326,0.0036136400057357955
0,17031071600,0.00010005687511635544,5.8958626810606545e-05,0.0001033092159479364,8.088883052618377e-05
0,17031071700,0.00013747098320155413,8.100493230917126e-05,0.00014187851440698187,0.00011115773204408553
0,17031071800,0.00043290386786620663,0.0002550890936850745,0.0004468904531736441,0.00034986539315584825
0,17031080100,0.0026594951991324002,0.0015671105535517223,0.00274318193269007,0.002146913173100226
0,17031080201,0.0012351753731280047,0.0007278284854011186,0.001273744186022775,0.0009974207959140946
0,17031080202,0.0017077500822518471,0.0010062936671586188,0.0017614601939043351,0.0013794014019241157
0,17031080300,0.002995170058839143,0.0017649073442283997,0.003090606566651604,0.0024196745706896424
0,17031080400,0.0011985566420539327,0.0007062508567058038,0.0012356082961345503,0.0009667286774307371
0,17031081000,0.006349959699089652,0.0037417209334755955,0.006552030822239536,0.005128898382618258
0,17031081100,0.001850637867412861,0.001090490456147937,0.0019080037680255346,0.0014957119471166202
0,17031081201,0.001993155882727401,0.0011744693578370736,0.002055966798952971,0.0016097766456411081
0,17031081202,0.0009327123843434321,0.0005496018272226316,0.0009626721974713333,0.0007538908550597713
0,17031081300,0.002739632730414907,0.0016143316844826456,0.0028254963147566654,0.002212528336181724
0,17031081401,0.0006969104243607405,0.000410655255648594,0.0007189815333022146,0.0005628773640830362
0,17031081402,0.003934835636274019,0.0023186063483431195,0.004058876932109984,0.003178336396361548
0,17031081403,0.008407689873643594,0.004954240765794623,0.008678910523544485,0.006796986320330003
0,17031081500,0.003001900257016639,0.0017688731211152693,0.0030976239969962584,0.002424965949139495
0,17031081600,0.0024291110631908678,0.0014313564409206274,0.0025060648243022668,0.0019617945104835814
0,17031081700,0.001922540616703279,0.0011328592324778095,0.0019837170071829533,0.0015538047402233642
0,17031081800,0.010805586412912073,0.006367204013195357,0.011152678065590498,0.008730763160205308
0,17031081900,0.00010555033347669202,6.219565336165625e-05,0.00010893054624245416,8.526636312370407e-05
0,17031090100,0.0007539308352858026,0.00044425459726713597,0.0007784372976047248,0.0006094991822698717
0,17031090200,0.0019960153820548273,0.0011761543210493945,0.002061138193804369,0.001613722409761419
0,17031090300,8.988435352468985e-05,5.296445695922574e-05,9.281450597096192e-05,7.268029669601794e-05
0,17031100100,0.0008004690302178745,0.00047167728125810143,0.0008264882128913927,0.0006471219858850905
0,17031100200,0.002325924646666334,0.0013705537282962445,0.0024015286438003455,0.0018803437978857473
0,17031100300,0.00186740939933569,0.0011003731002993818,0.0019279492771370804,0.0015094870633109631
0,17031100400,0.000733861027636998,0.0004324284404143411,0.0007577340472294194,0.0005933081955253732
0,17031100500,0.0015414279586065927,0.0009082881677169832,0.001591389804646353,0.0012461862447882297
0,17031100600,0.0007300271055025168,0.0004301692974610468,0.000753667549894723,0.000590271763027557
0,17031100700,0.0010509046130984443,0.0006192467316729947,0.0010850641846351578,0.0008495812511559195
0,17031110100,0.0009824768614420643,0.0005789256016286506,0.001014153725252827,0.000794356741437712
0,17031110200,0.00013917506604994398,8.200906505463004e-05,0.00014369805912541,0.00011259863995737531
0,17031110300,0.0007092027189800745,0.00041789850415365295,0.0007321283504332938,0.000573386079848226
0,17031110400,0.00027607684979311456,0.00016267859593927555,0.00028505070601431175,0.00022318839649098298
0,17031110501,0.0005747612921533089,0.0003386787413642683,0.0005935866038409491,0.0004646631953205241
0,17031110502,0.000259333286732556,0.0001528124324715543,0.000267683838842994,0.00020968130703555578
0,17031120100,0.0008373325068184804,0.0004933991265316939,0.0008645499338905246,0.0006769234713690673
0,17031120200,0.0009120493323529404,0.0005374261004706338,0.0009418590783169692,0.0007373851745385957
0,17031120300,0.0014989032096125125,0.0008832304112835417,0.0015469509751934974,0.0012116716628556682
0,17031120400,0.0002856327270063602,0.00016830940739334663,0.0002948043858003572,0.00023077224836382803
0,17031130100,0.00036233636256780943,0.00021350711138745272,0.00037365834204209394,0.00029255622402867774
0,17031130200,0.00011541101482001078,6.800607099405758e-05,0.00011916244075128124,9.330155481844324e-05
0,17031130300,0.00036711232790914873,0.00021632135436568846,0.00037867160207373925,0.0002969206033297051
0,17031140100,0.00023593368612624357,0.00013902419135308587,0.00024327161126225816,0.00019046903126337939
0,17031140200,0.0005882947512022866,0.000346653347413052,0.0006073073211979253,0.00047571404012341844
0,17031140301,0.00010630458865356368,6.264009907756974e-05,0.00010968889995350249,8.596564175919221e-05
0,17031140302,0.00035463570770431205,0.00020896949180093015,0.000366216752153155,0.00028679403449600863
0,17031140400,0.0006865671970462709,0.00040456049725701057,0.0007089260132654664,0.0005551159995479521
0,17031140500,0.00021345932547072775,0.000125781148921922,0.00022051100620162537,0.00017257436064203259
0,17031140601,6.505742714222255e-05,3.8335162513081095e-05,6.710358543424809e-05,5.2619316774449566e-05
0,17031140602,0.000392877236201285,0.00023150335571281306,0.0004056405331318075,0.00031740744127437876
0,17031140701,0.0002348707400061466,0.00013839784914979687,0.00024243305082334782,0.00018990256146644225
0,17031140702,0.0004151266032940202,0.00024461382043267636,0.00042862026078230997,0.0003356001816138216
0,17031140800,0.000769759235514391,0.0004535815000012162,0.0007945590297820678,0.0006222272351497976
0,17031150200,0.0010678638866015635,0.0006292400027629301,0.0011021449148598487,0.0008632841644950339
0,17031150300,0.0008732274472088501,0.0005145502607481466,0.0009009561729912708,0.0007057420216619858
0,17031150401,0.00032744111946439404,0.00019294504992783636,0.0003380845672188268,0.0002647127365196898
0,17031150402,0.0002441449725689608,0.00014386270117510642,0.000252080885640281,0.00019737375654581488
0,17031150501,0.00045294201375684306,0.0002668965938110656,0.0004673721607635758,0.0003658043834052456
0,17031150502,0.00041649878201430326,0.0002454223782953179,0.00042989251404024307,0.00033672404204914444
0,17031150600,0.0002564693962425815,0.00015112488176173571,0.00026480591373306616,0.00020733717202035465
0,17031150700,0.0003629259146454588,0.00021385450561589686,0.00037486458023547613,0.00029340937123396426
0,17031150800,0.00031562236009294813,0.0001859808326030887,0.0003258816400064634,0.0002551581144838239
0,17031151001,0.00017243719052652923,0.00010160880951659135,0.00017797290784266574,0.00013942847552818387
0,17031151002,0.00037111939238635767,0.00021868252164023176,0.00038303602559039266,0.00029983978898367135
0,17031151100,0.0004770199122444071,0.00028108452272310755,0.0004923911544670845,0.0003856855483564635
0,17031151200,0.00029970319214328323,0.00017660044488672025,0.00030943103568336163,0.0002423102346738366
0,17031160100,0.00015612461575755752,9.199660638706627e-05,0.0001611994340751668,0.00012621559058578204
0,17031160200,0.00024361429953772886,0.00014355000149134675,0.00025153296312403626,0.00019694474533755616
0,17031160300,0.0005018473120737907,0.0002957140961483829,0.0005180889013887179,0.0004058981847491935
0,17031160400,0.0003469151136317651,0.000204420123012927,0.0003580742818185499,0.00028049891874552525
0,17031160501,0.0003213297562736709,0.00018934392225673012,0.00033165646122223125,0.0002598330962868783
0,17031160502,0.00021653899550285363,0.00012759584797096557,0.00022357757846763786,0.00017505629762244425
0,17031160601,0.00022846463877173676,0.00013462304675314674,0.00023574474740030985,0.00018453765452982376
0,17031160602,0.00024737719830746687,0.00014576729384665064,0.000255418174621408,0.00019998677998553634
0,17031160700,0.0005795189211974878,0.0003414821796586668,0.0005981670079800099,0.00046826257100633184
0,17031160800,0.00043019649744301586,0.00025349377260160783,0.000444180000651667,0.00034778311369568194
0,17031160900,0.00014376359394385215,8.471286030500536e-05,0.000148436618222641,0.00011622258813136293
0,17031161000,4.9978420100061375e-05,2.9449840561546598e-05,5.1602964702322215e-05,4.040397972392276e-05
0,17031161100,0.00010343650537727287,6.095007776367262e-05,0.00010685596347391762,8.362494334917702e-05
0,17031161200,0.00012561074437206096,7.40162731668628e-05,0.0001296216414434198,0.00010157363896611572
0,17031161300,0.00018387735971254126,0.00010834994214644725,0.00018972214772381004,0.00014848609274330127
0,17031170100,0.00014885017493830238,8.771013390809318e-05,0.00015357154618639055,0.00012032331266199142
0,17031170200,0.0004076191476198915,0.00024019004368696666,0.00042413422639007894,0.0003291185826837799
0,17031170300,0.0006476059187108902,0.00038160251993892463,0.0006686562980051449,0.000523543088322934
0,17031170400,0.00033992352510938106,0.00020030032156974565,0.0003509727124744937,0.0002748038691240429
0,17031170500,0.0010306515321723759,0.00060731258083432,0.0010634656379680816,0.0008329417058644059
0,17031170600,0.0002148420617409129,0.00012659592783278206,0.00022182548600764666,0.00017368444798868165
0,17031170700,0.0002076215996572817,0.00012234126238481625,0.0002142746832094831,0.00016772734937245436
0,17031170800,0.00045572567191995477,0.0002685368675315507,0.0004704340739920075,0.0003684757886101506
0,17031170900,4.9109214273043055e-05,2.8937660045043447e-05,5.0705505408473194e-05,3.970128895177628e-05
0,17031171000,0.001157903447888311,0.0006822959160714602,0.0011951278980610615,0.0009358545269316441
0,17031171100,0.00030631797121456885,0.00018049821093473094,0.0003160405300960564,0.00024763212199984075
0,17031180100,0.0008680978273682914,0.0005115276264563185,0.0008959643678767327,0.0007017889536669043
0,17031190100,6.890590420250395e-05,4.0602881972862794e-05,7.116104228325434e-05,5.5733102427243895e-05
0,17031190200,0.00033382620517079985,0.0001967074689008451,0.0003443453850165636,0.00026969178457718546
0,17031190300,0.00044771293849186415,0.00026381535529793043,0.0004622640062889858,0.00036211917581616853
0,17031190401,0.00017211342695373086,0.00010141803146519503,0.00017760324935705033,0.00013917965916428177
0,17031190402,0.0002782100301133813,0.00016393557485527808,0.000286984720412753,0.00022501102262298492
