"","X.x","GEOID","countyFIPS","POPULATION","POP_DENSITY","Shape_Area","NUM_WORKERS","EMPLOYMENT_DENSITY","No..Hospitals","No..Populated.Places","Total.Points.of.Interest","exposure_entropy","ALAND","cases1","cases2","cases3","cases4","income","X.y","exposure1","exposure2","exposure3","exposure4","county_pop","estimate_cases1","estimate_cases2","estimate_cases3","estimate_cases4","estimate_cases1_density","estimate_cases2_density","estimate_cases3_density","estimate_cases4_density","pop_density_class","income_class","change12exposure","change23exposure","change34exposure","change12casedensity","change23casedensity","change34casedensity"
"1936",1935,17077010200,17077,4162,0.091483828286433,0.006603888855847,19686,0.005252400678177,0,5,15,2.1517586098974,185098780,1,272,313,1634,51041.562,0,4.58284634245029e-05,4.07645749939215e-05,7.22472718284967e-05,0.000130090476513616,60218,0.0691155468464579,18.7994287422365,21.6331661629413,112.934803547112,0.000967101276044747,0.263051547084171,0.302702699402006,1.58024348505712,"1","2",-0.110496579029397,0.772305288090694,0.800628220570449,271,0.150735294117647,4.22044728434505
"1937",1936,17097861010,17097,5695,4.8509418754,0.000403455038604,4066635,0.125346917117667,0,2,5,3.35482504646872,9624272,53,7950,9303,22096,103470.428,0,0.000764821398425949,0.000375171645403348,0.000636937592002367,0.000561339349190255,703462,0.429070795579576,64.3606193369365,75.3140681372981,178.882043379742,0.115467784010168,17.3201676015251,20.2678640499356,48.1391727450691,"2","4",-0.509465025200033,0.697723161668024,-0.118690188428744,149,0.170188679245283,1.37514780178437
"1938",1937,17097861608,17097,3454,6.87321535011,0.000148865473702,4066635,0.0776912433268,0,1,3,2.91006414452626,2676859,53,7950,9303,22096,108524.7,0,0.000479252435753314,0.000235090081495075,0.00039823836877482,0.00035154821665351,703462,0.260230119039834,39.0345178559752,45.67775089486,108.491409628381,0.251786144997989,37.7679217496983,44.1955944701187,104.971069054256,"3","4",-0.509465025200033,0.693982009969072,-0.117241721999193,149,0.170188679245283,1.37514780178437
"1939",1938,17097860301,17097,3647,9.48408854363333,5.848806697e-05,4066635,1.35380006743267,0,0,4,2.91048064733456,1603275,53,7950,9303,22096,44726.135,0,0.000171543469233034,8.41480713573253e-05,0.000143084791085559,0.000125842508864798,703462,0.274771060839107,41.2156591258661,48.230097716721,114.553610571715,0.443877093806919,66.5815640710378,77.9129925223729,185.054872919956,"3","1",-0.509465025200033,0.700392995080849,-0.120503947973417,149,0.170188679245283,1.37514780178437
"1940",1939,17097864517,17097,2932,4.277944869835,0.000202474440482,4066635,0.270956268194,0,0,3,3.27248398030052,3715698,53,7950,9303,22096,184154.89,0,0.000317732825368811,0.000155859063485411,0.000266907290702657,0.000233351296152052,703462,0.22090176868118,33.1352653021769,38.7745123403965,92.0951977505537,0.153977955389339,23.0966933084008,27.0274890374909,64.1942811751477,"2","4",-0.509465025200036,0.712491302936902,-0.125721535977027,149,0.170188679245283,1.37514780178437
"1941",1940,17097861507,17097,3115,2.862361837945,0.000426162881555,4066635,2.0546874478305,0,1,2,2.77207422832926,7789402,53,7950,9303,22096,81330.729,0,0.000246917982385168,0.000121121906266967,0.000205389057807673,0.000181284877091498,703462,0.234689293806915,35.2033940710372,41.1946132129383,97.8432950180678,0.0780349083228609,11.7052362484291,13.6973349458033,32.533194986829,"2","3",-0.509465025200035,0.695721807374557,-0.117358641075933,149,0.170188679245283,1.37514780178437
"1942",1941,17097861508,17097,3604,4.01690718771,0.000243174671569,4066635,1.707051233345,0,0,5,3.50600873274414,4325722,53,7950,9303,22096,73475.821,0,0.000774553508753332,0.000379945585897541,0.00064495331217807,0.000568219589381744,703462,0.271531369142896,40.7297053714344,47.6614401346484,113.202964765687,0.162577772237814,24.3866658356721,28.5370002854412,67.7795934974856,"2","3",-0.509465025200034,0.697488630258737,-0.118975624045078,149,0.170188679245283,1.37514780178437
"1943",1942,17097861509,17097,3340,2.462416759825,0.00034049775139,4066635,2.29274737781175,0,0,4,3.18472806136798,6061038,53,7950,9303,22096,73960.642,0,0.000699141513862556,0.000342953364884178,0.000583414368749496,0.000513344328397456,703462,0.251641168961508,37.7461753442261,44.1701470726208,104.910627724028,0.107531189807803,16.1296784711704,18.87476714683,44.830361697985,"1","3",-0.509465025200035,0.701147819169309,-0.120103384670196,149,0.170188679245283,1.37514780178437
"1944",1943,17097861510,17097,4901,5.14625865500333,0.000144947416244,4066635,1.79008856907667,0,1,3,3.0988240450654,3989039,53,7950,9303,22096,98191.259,0,0.000756160782686201,0.000370923310479699,0.000630524598489111,0.000555711805970658,703462,0.369249511700703,55.3874267551055,64.8137397613517,153.942211519599,0.239746022865362,35.9619034298043,42.0822122776691,99.951473985529,"2","4",-0.509465025200034,0.699878602058418,-0.118651663547659,149,0.170188679245283,1.37514780178437
"1945",1944,17097861603,17097,5899,2.614719427625,0.000727884332415,4066635,0.596569287619767,0,2,6,3.13667815485759,19722650,53,7950,9303,22096,123633.755,0,0.00139726806611899,0.000685408855602475,0.00116189126369921,0.00102488529343301,703462,0.44444049571974,66.6660743579611,78.0118855034103,185.289758366479,0.0583644126886665,8.75466190329997,10.2446062498616,24.3324540145052,"2","4",-0.509465025200033,0.69517982471631,-0.117916344279934,149,0.170188679245283,1.37514780178437
"1946",1945,17073030900,17073,3678,6.83359185716,6.2755591669e-05,168173,2.4396148863885,1,0,18,1.61163661539702,2337720,0,69,83,879,47313.585,0,0,0,0,0,50486,0,5.02677970130333,6.0467060175098,64.0368022818207,0,5.56925526854184,6.69924909114453,70.9474692905547,"3","1",0,0,0,Inf,0.202898550724638,9.59036144578314
"1947",1946,17073030400,17073,2592,0.1892273309643,0.016386771417885,168173,0.063170515305073,0,4,43,1.54407442374457,455341256,0,69,83,879,64197.004,0,0,0,0,0,50486,0,3.542526641049,4.26130016242127,45.1287089490156,0,0.0201500388541927,0.0242384525347536,0.256693973229499,"1","2",0,0,0,Inf,0.202898550724637,9.59036144578313
"1948",1947,17073031100,17073,2727,0.254104839481333,0.001549586768073,168173,0.077207280776733,0,1,22,1.35673694441183,43346711,0,69,83,879,46963.735,0,0,0,0,0,50486,0,3.72703323693697,4.48324287921404,47.4791625401101,0,0.222693160818286,0.267877280404605,2.83691722259816,"1","1",0,0,0,Inf,0.202898550724638,9.59036144578313
"1949",1948,17033880200,17033,3568,0.0861957783027,0.006149362333947,0,0.018245301339667,0,4,22,1.22184890682488,176877324,0,11,18,678,61895.41,0,0,0,0,0,19817,0,1.98052177423424,3.24085381238331,122.072160266438,0,0.0290006162421741,0.0474555538508303,1.78749252838128,"1","2",0,0,0,Inf,0.636363636363636,36.6666666666667
"1950",1949,17033880400,17033,3161,2.850416800645,0.000124038169704,0,3.12382767420808,0,1,9,1.29941780877076,4939895,0,11,18,678,49374.201,0,0,0,0,0,19817,0,1.75460463238633,2.87117121663218,108.147449159812,0,0.919943844531231,1.50536265468747,56.7019933265614,"2","2",0,0,0,Inf,0.636363636363636,36.6666666666667
"1951",1950,17033880300,17033,3453,2.1683604736575,0.000257471110378,0,1.2614930667465,1,0,8,1.16809398279279,9360666,0,11,18,678,68042.628,0,0,0,0,0,19817,0,1.91668769238533,3.13639804208508,118.137659585205,0,0.530327769763176,0.867809077794289,32.6874752635849,"1","2",0,0,0,Inf,0.636363636363637,36.6666666666667
"1952",1951,17033880100,17033,2871,0.045665314204967,0.012679881607033,0,0.008568298705292,0,6,20,1.45705431139706,363087383,0,11,18,678,78849.426,0,0,0,0,0,19817,0,1.59363173033254,2.60776101327143,98.225664833224,0,0.0113678039359503,0.0186018609861005,0.700670097143117,"1","3",0,0,0,Inf,0.636363636363637,36.6666666666667
"1953",1952,17033880600,17033,3036,0.034941434540633,0.014665447591837,0,0.00177829823671,0,13,58,0.921326310482604,422639275,0,11,18,678,70339.42,0,0,0,0,0,19817,0,1.68521976081142,2.75763233587324,103.870817984559,0,0.0103272919453631,0.0168992050015032,0.636536721723288,"1","3",0,0,0,Inf,0.636363636363636,36.6666666666667
"1954",1953,17033880500,17033,3728,0.384543700199933,0.00602039351111,0,0.090783560761307,0,4,17,1.69810770251323,172126712,0,11,18,678,65259.348,0,0,0,0,0,19817,0,2.06933440985013,3.38618357975476,127.546248170762,0,0.0311373874469399,0.050952088549538,1.91919533536593,"1","2",0,0,0,Inf,0.636363636363636,36.6666666666667
"1955",1954,17097990000,17097,0,0,0.251072641364,4066635,0,0,0,1,8.04654935728256,0,53,7950,9303,22096,0,0,0,0,0,0,703462,0,0,0,0,0,0,0,0,"1","1",0,0,0,0,0,0
"1956",1955,17031283200,17031,1664,32.8980873211,2.5586100961e-05,4066635,1.34439299149,1,1,5,1.81885325879535,236547,408,73516,85971,187602,110818.93,0,0.000116948660173296,6.89121302573111e-05,0.000120696662704797,9.44776963658594e-05,5194675,0.130693835514253,23.5492353227103,27.5389209142054,60.0941787503549,1.43099271595883,257.845246339288,301.529104862002,657.983077204189,"4","4",-0.410748869160225,0.751457432154945,-0.217230251039043,179.186274509804,0.169418902007726,1.18215444742995
"1957",1956,17031100500,17031,5779,12.85932320978,4.2533208546e-05,4066635,2.63534786989118,0,0,8,1.00132449642689,1957557,408,73516,85971,187602,105185.897,0,0.00154142795860659,0.000908288167716983,0.00159138980464635,0.00124618624478823,5194675,0.45389403571927,81.7854753184752,95.6414807471112,208.704482571094,0.60053707376741,108.208538027169,126.541109727593,276.132245374788,"3","4",-0.410748869160223,0.752075895303548,-0.216919549723291,179.186274509804,0.169418902007726,1.18215444742995
"1958",1957,17031801607,17031,5287,4.68010493678667,0.000202360416241,4066635,3.62145732648933,1,0,9,3.39595570144429,5578920,408,73516,85971,187602,112211.65,0,0.000808186513086575,0.000476224816765719,0.000836425274383637,0.000653665180199922,5194675,0.415251387237893,74.8226004514238,87.4989632652668,190.936251834812,0.192779443502711,34.7362097268266,40.6211802386557,88.641689117636,"2","4",-0.410748869160225,0.756366415476244,-0.218501400879345,179.186274509804,0.169418902007726,1.18215444742995
"1959",1958,17031804106,17031,7024,7.680757340725,0.000108493915361,4066635,6.19679228375375,0,2,7,3.47596899417758,3985972,408,73516,85971,187602,122151.689,0,0.00167062258251449,0.000984416245953133,0.00172701697350053,0.00135077955454286,5194675,0.551678786449585,99.4049452564405,116.246021935925,253.666773763517,0.35846916558983,64.5912234742695,75.5341976346159,164.82728530143,"3","4",-0.410748869160224,0.754356432657606,-0.217853920795615,179.186274509804,0.169418902007726,1.18215444742995
"1960",1959,17031801606,17031,6066,5.551922421008,0.000137497740456,4066635,1.526067605052,0,0,5,3.1910186072251,6282273,408,73516,85971,187602,142067.155,0,0.000546411431198512,0.000321973553737504,0.000565310857657427,0.000441585511376582,5194675,0.47643558066674,85.8471523242551,100.39128261152,219.069283833926,0.196420651239903,35.3923053837076,41.3884309013375,90.3159485635006,"2","4",-0.410748869160224,0.7557679849641,-0.218862497694714,179.186274509804,0.169418902007727,1.18215444742995
"1961",1960,17097861803,17097,6903,9.15198163854333,0.000144349078498,4066635,1.152046029148,0,0,4,3.288396364311,3953696,53,7950,9303,22096,57051.358,0,0.00193570083709434,0.000949528961344344,0.00161594363303395,0.00142157062934516,703462,0.5200835297429,78.012529461435,91.2893788150604,216.825767418851,0.340698005621603,51.1047008432405,59.8021423829769,142.038927022924,"3","2",-0.509465025200034,0.701837120108584,-0.120284519654844,149,0.170188679245283,1.37514780178437
"1962",1961,17097860809,17097,3026,1.472319570515,0.000544472999006,4066635,0.4744259028685,0,0,1,3.18311255956243,8401053,53,7950,9303,22096,106991.126,0,0.000234373855097787,0.000114968573104163,0.00019790677639034,0.00017298592183315,703462,0.227983885412432,34.1975828118647,40.0176242639972,95.0477723032658,0.0702862204557212,10.5429330683582,12.3372209226335,29.3027231545211,"1","4",-0.509465025200035,0.721398909691894,-0.125922189283893,149,0.170188679245283,1.37514780178437
"1963",1962,17097861105,17097,4068,5.1121945281,0.000206389753437,4066635,1.333606261695,0,0,6,3.44596822440842,3440687,53,7950,9303,22096,103975.204,0,0.000565981813430808,0.000277633874588521,0.000477611792074522,0.000417363959052355,703462,0.306489902795034,45.9734854192551,53.7976521830604,127.777375323756,0.230712310721416,34.6068466082124,40.4965401253082,96.1852682584983,"2","4",-0.509465025200034,0.720293652143088,-0.126143939538174,149,0.170188679245283,1.37514780178437
"1964",1963,17097864515,17097,2874,6.481717951265,0.000368552825387,4066635,0.294278524019,0,1,8,3.29752252421018,6739598,53,7950,9303,22096,144512.582,0,0.000202502428092745,9.93345234614068e-05,0.000171585091589075,0.000149166393197885,703462,0.216531951974662,32.4797927961994,38.007485834345,90.2733964307951,0.0832123452488377,12.4818517873256,14.606121657546,34.6916977475154,"2","4",-0.509465025200032,0.727345998249427,-0.130656446801801,149,0.170188679245283,1.37514780178437
"1965",1964,17097860500,17097,4678,9.449480739502,4.5109021148e-05,4066635,0.807041077326974,0,1,15,2.81444190667744,2061646,53,7950,9303,22096,50253.729,0,0.000356708323012039,0.000174977908239649,0.000297780641394356,0.000261700236877165,703462,0.352448319880818,52.8672479821227,61.864655091533,146.937699548803,0.44277298260289,66.4159473904336,77.7191897576356,184.594562709311,"3","2",-0.509465025200034,0.701818500347583,-0.12116437236566,149,0.170188679245283,1.37514780178437
"1966",1965,17097861008,17097,5181,6.9112205399425,0.000121825478053,4066635,0.3158037531188,0,1,5,3.38251311397174,3540215,53,7950,9303,22096,99950.969,0,0.0007381527559468,0.000362089743536888,0.000614710495328314,0.000541744093573461,703462,0.390345178559752,58.5517767839627,68.51662634229,162.737114442571,0.285574184751422,42.8361277127133,50.1263517121223,119.057494080518,"3","4",-0.509465025200035,0.69767441994857,-0.118700432657949,149,0.170188679245283,1.37514780178437
"1967",1966,17097861009,17097,5154,4.983716859315,0.000330424023747,4066635,0.1766500641408,0,2,7,3.31015821596986,5854194,53,7950,9303,22096,138659.341,0,0.00133114488780589,0.000652973123994967,0.00110802155541564,0.0009764710070389,703462,0.388310953541201,58.2466430311801,68.1595622791281,161.889034517856,0.171795702307048,25.7693553460573,30.1550078974051,71.6226007203121,"2","4",-0.509465025200034,0.696886923364679,-0.118725622018603,149,0.170188679245283,1.37514780178437
"1968",1967,17097861011,17097,8087,6.60354428276,0.000250196942444,4066635,0.4266314961383,0,0,6,3.77269061681901,6763193,53,7950,9303,22096,111371.421,0,0.0019193150132881,0.000941491141676474,0.00161035425793155,0.00141126083074539,703462,0.609288063889734,91.3932095834601,106.947299214457,254.015642635992,0.233330038855081,34.9995058282621,40.9560254994116,97.2766139347522,"2","4",-0.509465025200034,0.710429537408136,-0.123633310003406,149,0.170188679245283,1.37514780178437
"1969",1968,17097861012,17097,5076,1.728967948,0.000655143558457,4066635,0.612476098294667,0,1,8,3.28749553661887,14844963,53,7950,9303,22096,103540.756,0,0.000601142769810382,0.000294881553440118,0.000502550196246171,0.000441597962164196,703462,0.382434303487608,57.3651455231413,67.1280438744381,159.439025846457,0.0667232950350166,10.0084942552525,11.7118266737879,27.8173193791269,"1","4",-0.509465025200033,0.704244264801815,-0.12128586266061,149,0.170188679245283,1.37514780178437
"1970",1969,17097861013,17097,3106,4.64179668103,0.000517894971449,4066635,1.22695269643,0,1,5,3.38231034441395,4091238,53,7950,9303,22096,119708.638,0,0.000347576634377436,0.000170498495585393,0.000293288670956021,0.000255909189920336,703462,0.234011218800731,35.1016828201097,41.075591858551,97.5606017098294,0.148143192034757,22.2214788052135,26.0033229339498,61.7617353056601,"2","4",-0.509465025200033,0.720183336216767,-0.127449454197601,149,0.170188679245283,1.37514780178437
"1971",1970,17099963100,17099,3222,4.3195175215505,0.000326960789739,68623,1.44485907359775,0,0,6,2.32856423824778,12127668,1,137,199,2707,65240.02,0,5.11079029657256e-05,2.28974620226124e-05,5.33253342272041e-05,0.000249377892245828,113924,0.0282820125697834,3.87463572206032,5.62812050138689,76.5594080264036,0.00603994210228536,0.827472068013094,1.20194847835479,16.3501232708865,"2","2",-0.551978056349365,1.32887532140211,3.67653688176242,136,0.452554744525548,12.6030150753769
"1972",1971,17061973800,17061,2134,0.01579290715521,0.0207784364014,0,0.000307562609005,0,17,62,2.07275963421029,589215302,0,5,9,325,63938.146,0,0,0,0,0,13886,0,0.76839982716405,1.38311968889529,49.9459887656633,0,0.00337763725008433,0.0060797470501518,0.219546421255482,"1","2",0,0,0,Inf,0.8,35.1111111111111
"1973",1972,17061973900,17061,2541,1.27961446612933,0.000318330132581,0,0.352844727772333,2,1,18,1.95324960824037,8981398,0,5,9,325,46730.139,0,0,0,0,0,13886,0,0.91495030966441,1.64691055739594,59.4717701281867,0,0.263847710794113,0.474925879429403,17.1501012016173,"1","1",0,0,0,Inf,0.8,35.1111111111111
"1974",1973,17061973600,17061,3812,0.0342597007342,0.014889716740937,0,0.004952359075734,0,10,66,1.91483707040243,569092758,0,5,9,325,68610.927,0,0,0,0,0,13886,0,1.3726055019444,2.47068990349993,89.2193576263863,0,0.00624686960088852,0.0112443652815993,0.406046524057754,"1","2",0,0,0,Inf,0.8,35.1111111111111
"1975",1974,17061973700,17061,1828,1.123293809517,0.000404813309928,0,0.164117429003967,0,1,7,2.12328929978389,11599100,0,5,9,325,38779.876,0,0,0,0,0,13886,0,0.658216909117096,1.18479043641077,42.7840990926113,0,0.146975351071487,0.264555631928676,9.55339781964662,"1","1",0,0,0,Inf,0.8,35.1111111111111
"1976",1975,17061974000,17061,3571,0.078206996281875,0.00594809581895,0,0.024153189111262,0,7,32,1.14530260403527,227576348,0,5,9,325,65281.315,0,0,0,0,0,13886,0,1.28582745211004,2.31448941379807,83.5787843871525,0,0.0146337399744415,0.0263407319539946,0.951193098338695,"1","2",0,0,0,Inf,0.8,35.1111111111111
"1977",1976,17113000301,17113,4189,9.02800725781667,7.5735449895e-05,77677,1.77647361325567,0,1,4,2.47067929294584,2053159,4,205,247,4462,71480.027,0,9.86128948156042e-05,1.65274669067191e-05,2.73626764303861e-05,0.000196737974886761,169572,0.0988134833581016,5.06419102210271,6.10173259736277,110.226440685962,0.124650317826083,6.38832878858676,7.69715712576063,139.047429534996,"3","3",-0.832400550276678,0.655588033231035,6.19001210964452,50.25,0.204878048780488,17.0647773279352
"1978",1977,17113000302,17113,5828,5.4343900789975,0.000228255773041,77677,0.6083527933188,0,0,4,2.02066996804664,8650168,4,205,247,4462,78880.545,0,0.000346964260409302,5.81510191182583e-05,9.63574796969912e-05,0.000693109537272167,169572,0.137475526619961,7.04562073927299,8.48911376878258,153.353949944566,0.0411623929090971,2.10957263659123,2.54177776213675,45.9166492900978,"2","3",-0.832400550276678,0.657021341294719,6.19310570857334,50.25,0.204878048780488,17.0647773279352
"1979",1978,17041952000,17041,2345,0.0362446869877,0.016341531598873,0,0.004200548386283,0,7,41,1.97613247814439,466068523,0,27,52,816,66133.581,0,0,0,0,0,19980,0,3.16891891891892,6.1031031031031,95.7717717717718,0,0.017610071470113,0.0339156932016991,0.53221549331897,"1","2",0,0,0,Inf,0.925925925925926,14.6923076923077
"1980",1979,17041952300,17041,5559,0.20108369158788,0.005760850339122,0,0.116333215876314,0,8,40,0.889332384502265,273551600,0,27,52,816,58237.548,0,0,0,0,0,19980,0,7.51216216216216,14.4678678678679,227.034234234234,0,0.0711255207427045,0.136982484393357,2.14957129355729,"1","2",0,0,0,Inf,0.925925925925926,14.6923076923077
"1981",1980,17041952200,17041,4497,2.872013314065,0.000251845427637,0,0.909300601099,1,7,23,2.14674626661174,9560908,0,27,52,816,67968.041,0,0,0,0,0,19980,0,6.07702702702703,11.7039039039039,183.661261261261,0,1.64623485551791,3.17052638840486,49.7528756334301,"2","2",0,0,0,Inf,0.925925925925926,14.6923076923077
"1982",1981,17041952400,17041,3498,0.744588377835867,0.005257134093064,0,0.343865884784033,0,2,24,0.689800107644765,149737627,0,27,52,816,51736.364,0,0,0,0,0,19980,0,4.72702702702703,9.1039039039039,142.861261261261,0,0.0817630160520709,0.157469512396581,2.47106004068481,"1","2",0,0,0,Inf,0.925925925925926,14.6923076923077
"1983",1982,17041952100,17041,4081,0.182606117442175,0.004745931144757,0,0.036032536876705,0,6,13,1.80611151133401,180191518,0,27,52,816,75063.177,0,0,0,0,0,19980,0,5.51486486486487,10.6212212212212,166.671471471471,0,0.079268437041526,0.152665138005902,2.39566831947723,"1","3",0,0,0,Inf,0.925925925925925,14.6923076923077
"1984",1983,17031220701,17031,3437,52.4680899714,9.637975195e-06,4066635,3.49489270964333,0,0,1,2.04013458975671,266386,408,73516,85971,187602,72649.529,0,0.000218032199618321,0.00012847572018458,0.000225119319065071,0.000176263446401542,5194675,0.269948745590436,48.6410587765356,56.8817735469495,124.124815123179,2.62463962475216,472.924035914902,553.046306812667,1206.83245804597,"4","3",-0.410748869160223,0.752232396453156,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"1985",1984,17031063302,17031,3996,131.4421309135,3.289247577e-06,4066635,12.8105920617027,0,0,1,2.63554140944777,121199,408,73516,85971,187602,120078.082,0,0.00232614816777715,0.00137068543836356,0.00240111398145622,0.00188003373283891,5194675,0.313853705958506,56.5521300177586,66.1331297915654,144.312703297126,6.70699509428732,1208.50845919516,1413.25263541906,3083.93552372179,"4","4",-0.410748869160224,0.751761501400987,-0.217016040321955,179.186274509804,0.169418902007726,1.18215444742995
"1986",1985,17031252201,17031,2953,31.5043034397333,1.3983595594e-05,4066635,15.1962020613763,0,0,5,2.4219719274449,386790,408,73516,85971,187602,35967.054,0,0.000147138877891681,8.67017501881687e-05,0.000151867206804121,0.000119010566785727,5194675,0.231934432856723,41.7914013869973,48.8716547233465,106.645498707811,1.55306543886583,279.841075499167,327.251443246897,714.113192309086,"4","1",-0.410748869160222,0.751604857739593,-0.216351118255391,179.186274509804,0.169418902007726,1.18215444742995
"1987",1986,17031660302,17031,5527,45.4773756468,1.331702897e-05,4066635,1.4901714282265,0,0,5,2.52209768667104,491837,408,73516,85971,187602,28444.125,0,0.0003010002666039,0.000177364747479422,0.00031064830691443,0.000243386868498537,5194675,0.434101459667833,78.2191247768147,91.470923012508,199.603681462267,2.28596624601176,411.899741524021,481.683343470287,1051.10745020661,"4","1",-0.410748869160224,0.75146589910981,-0.216519571872061,179.186274509804,0.169418902007726,1.18215444742995
"1988",1987,17031660301,17031,1785,44.1044786881,1.7737222723e-05,4066635,3.01442375347,0,0,0,2.21446366929892,163782,408,73516,85971,187602,29226.601,0,3.59302240284383e-05,2.11719251400838e-05,3.70981331257358e-05,2.90470174970424e-05,5194675,0.140197413697681,25.2616496700949,29.5414506201062,64.4640078541969,2.21704034312069,399.480239864855,467.159743476542,1019.41471188757,"4","1",-0.410748869160224,0.752232396453156,-0.21702212349624,179.186274509804,0.169418902007726,1.18215444742995
"1989",1988,17031730202,17031,3115,15.8151832129333,3.1603169525e-05,4066635,1.09580128842667,0,0,5,1.16713814840499,872692,408,73516,85971,187602,50156.714,0,0.000213227169272998,0.000125644350619878,0.000220058128731301,0.000172253621260909,5194675,0.244658231746933,44.0840553066361,51.5527275527343,112.496013706344,0.726103619861941,130.833906171006,152.99964289988,333.868851209166,"4","2",-0.410748869160224,0.751436715185551,-0.217235817399699,179.186274509804,0.169418902007726,1.18215444742995
"1990",1989,17031813302,17031,3934,24.5532167484,3.5088231033e-05,4066635,7.06312542876,0,0,4,2.91536416844969,647220,408,73516,85971,187602,38532.921,0,9.29918374138533e-05,5.47955453549818e-05,9.55967476594113e-05,7.52440771012097e-05,5194675,0.308984103914104,55.6746945670326,65.1070401901948,142.073617310034,1.23647110586436,222.795122104716,260.540827064374,568.540324515601,"4","1",-0.410748869160223,0.744608015854341,-0.212901286461265,179.186274509804,0.169418902007726,1.18215444742995
"1991",1990,17031813702,17031,4263,45.689968881975,1.015970271e-05,4066635,4.6325595079675,0,0,1,3.29779840582974,374768,408,73516,85971,187602,22075.791,0,0.000206500408709777,0.000121680599351112,0.000212755650774838,0.000166721779780808,5194675,0.334824411536814,60.330763329756,70.5519350103712,153.95521875767,2.31395216742184,416.942420441628,487.580347513292,1063.97562380557,"4","1",-0.410748869160223,0.748476354565996,-0.216369674912883,179.186274509804,0.169418902007726,1.18215444742995
"1992",1991,17031813301,17031,3502,35.1954650672333,2.3419181404e-05,4066635,3.57603336730567,0,0,2,2.96077671082874,647921,408,73516,85971,187602,48090.908,0,0.000106352780408073,6.26684961234113e-05,0.000109525095996329,8.59006961909217e-05,5194675,0.275053973540212,49.560950781329,57.9575126451607,126.472243980615,1.0995010062479,198.114990135591,231.679414235634,505.560264152254,"4","2",-0.410748869160224,0.747689872446351,-0.215698508095344,179.186274509804,0.169418902007726,1.18215444742995
"1993",1992,17031802403,17031,1399,10.340519094,6.1147702407e-05,4066635,0.975660128959,0,0,0,3.5307355126816,561475,408,73516,85971,187602,94534.133,0,0.000121021904373467,7.13122940084492e-05,0.000125907127950435,9.79475361318684e-05,5194675,0.10988021387286,19.7989063800912,23.15321535996,50.52389187004,0.506860953614511,91.3293869262854,106.802311380375,233.059138774484,"3","3",-0.410748869160221,0.765573940666066,-0.222065202135124,179.186274509804,0.169418902007726,1.18215444742995
"1994",1993,17031803016,17031,1979,7.7755988067,0.000112132068446,4066635,1.42231772007,0,0,2,3.35490606252162,1029774,408,73516,85971,187602,100678.426,0,0.000140073168099616,8.25382727030087e-05,0.000144784234545548,0.00011347884027193,5194675,0.155434555578549,28.0071734997858,32.7521180824594,71.4701801363897,0.390935777120458,70.4412612519303,82.3753423892718,179.755719753314,"3","4",-0.410748869160224,0.754146649839814,-0.216221015857699,179.186274509804,0.169418902007726,1.18215444742995
"1995",1994,17031803701,17031,2705,8.39846763426,8.0873225598e-05,4066635,5.31650832881,0,0,3,3.70067701578339,1485728,408,73516,85971,187602,116098.556,0,0.00036092474377407,0.000212675313416927,0.000375864856011713,0.000291951936198613,5194675,0.212456024679119,38.2816595840933,44.767296317864,97.6891547594412,0.370364631964207,66.7346232438251,78.0407298396932,170.296925700365,"3","4",-0.410748869160226,0.767317748228125,-0.223252901863445,179.186274509804,0.169418902007726,1.18215444742995
"1996",1995,17031804108,17031,3879,17.2867009515,6.5935641515e-05,4066635,2.343972402495,0,0,0,3.03364407739004,1214480,408,73516,85971,187602,91239.1,0,0.000586589773069218,0.000345648687120084,0.000608148244850065,0.000474187308596059,5194675,0.30466429564891,54.8963244091305,64.1967994147853,140.087331353742,0.649727064859591,117.071899265239,136.906091894715,298.750237308306,"4","3",-0.410748869160225,0.759440343653857,-0.220276778546049,179.186274509804,0.169418902007726,1.18215444742995
"1997",1996,17031804715,17031,3292,16.2561927131,4.6143423859e-05,4066635,2.7112730034205,0,0,4,3.30636216939952,848760,408,73516,85971,187602,61138.244,0,0.000376643864960909,0.00022193782335208,0.000389403276669035,0.000305049005085391,5194675,0.258560160164014,46.5889919966119,54.4820478663246,118.888243056592,0.788999027787356,142.166795408861,166.252537788987,362.788714732754,"4","2",-0.410748869160224,0.754560222262294,-0.216624452431968,179.186274509804,0.169418902007726,1.18215444742995
"1998",1997,17031835600,17031,1199,5.28926333667,4.9700381555e-05,4066635,2.0470749419456,0,0,6,1.73561159919045,917505,408,73516,85971,187602,35759.628,0,1.40578225007288e-05,8.2835878056993e-06,1.44762901882397e-05,1.13165144467328e-05,5194675,0.0941718201812433,16.9684694422654,19.8432489039257,43.3010338471608,0.265835079121553,47.8998325409315,56.0149695763701,122.233314983729,"2","1",-0.410748869160224,0.74758697895128,-0.218272478681994,179.186274509804,0.169418902007726,1.18215444742995
"1999",1998,17031840000,17031,2695,18.08991584485,3.2061262764e-05,4066635,1.543034439625,0,0,0,1.06121802176471,591217,408,73516,85971,187602,99968.868,0,0.000327594935673014,0.000193035686302707,0.000338177093326447,0.000264861305955059,5194675,0.211670604994538,38.140137737202,44.6017979950622,97.3280118582972,0.927285357044626,167.084093893364,195.391297623734,426.37398909874,"4","4",-0.410748869160225,0.751888989044947,-0.216797023861741,179.186274509804,0.169418902007726,1.18215444742995
