"","X.x","GEOID","countyFIPS","POPULATION","POP_DENSITY","Shape_Area","NUM_WORKERS","EMPLOYMENT_DENSITY","No..Hospitals","No..Populated.Places","Total.Points.of.Interest","exposure_entropy","ALAND","cases1","cases2","cases3","cases4","income","X.y","exposure1","exposure2","exposure3","exposure4","county_pop","estimate_cases1","estimate_cases2","estimate_cases3","estimate_cases4","estimate_cases1_density","estimate_cases2_density","estimate_cases3_density","estimate_cases4_density","pop_density_class","income_class","change12exposure","change23exposure","change34exposure","change12casedensity","change23casedensity","change34casedensity"
"621",620,17031812400,17031,3491,10.4416893037567,5.0233168127e-05,4066635,1.80936869713533,0,0,7,2.44739888521941,1389048,408,73516,85971,187602,161461.593,0,0.000148260405144242,8.73626113900076e-05,0.000153755302704601,0.000120650875991893,5194675,0.274190011887173,49.4052767497485,57.7754644900788,126.074986789356,0.51125096525662,92.1204067691316,107.727344936463,235.077704862923,"3","4",-0.410748869160225,0.759966881234822,-0.215305918757867,179.186274509804,0.169418902007726,1.18215444742995
"622",621,17031812500,17031,3375,14.7662383437,2.6134834643e-05,4066635,4.2791919690825,1,1,13,2.83228260051161,963641,408,73516,85971,187602,113405.445,0,0.000195134939827778,0.00011498348395987,0.000201203436172702,0.000157677551000298,5194675,0.265079143546035,47.7636233258096,55.8556839455789,121.885729136086,0.712459289075736,128.37538503846,150.124601816495,327.595067522515,"3","4",-0.410748869160224,0.749846406140591,-0.216327742708351,179.186274509804,0.169418902007726,1.18215444742995
"623",622,17031440600,17031,2080,12.48097436615,3.6243521486e-05,4066635,0.4225355850954,0,1,4,0.817239143494948,666619,408,73516,85971,187602,70756.942,0,0.000223578692116344,0.000131743997161233,0.000230779344313318,0.00018066372057658,5194675,0.163367294392816,29.4365441533878,34.4236511427568,75.1177234379437,0.634727321719592,114.369151430239,133.745447489106,291.85322306186,"3","3",-0.410748869160226,0.751725689868671,-0.217158185824024,179.186274509804,0.169418902007726,1.18215444742995
"624",623,17031440900,17031,2610,16.1033053844333,2.6787354079e-05,4066635,0.458059447496667,0,1,16,0.9618833851366,742630,408,73516,85971,187602,12298.821,0,0.00011780941293358,6.94193297946826e-05,0.000121638798606309,9.52404882332361e-05,5194675,0.2049945376756,36.9372020386261,43.1950622512477,94.2582971985735,0.714939946648809,128.822365484887,150.647309199374,328.735695762769,"4","1",-0.410748869160222,0.752232396453158,-0.21702212349624,179.186274509804,0.169418902007726,1.18215444742995
"625",624,17031440700,17031,1545,19.0927510805,1.7719391139e-05,4066635,3.017233987288,0,0,0,1.6099476884971,327461,408,73516,85971,187602,41953.283,0,8.38737875397747e-05,4.94227241556273e-05,8.66000983864579e-05,6.78059611396455e-05,5194675,0.121347341267741,21.865125344704,25.569490872865,55.7965782267418,0.95977723723878,172.938684737368,202.237766820233,441.314042305072,"4","1",-0.410748869160225,0.752232396453153,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"626",625,17031440800,17031,1800,26.2878372948,1.5100376436e-05,4066635,0.459137268081,0,0,4,1.60512224753994,279123,408,73516,85971,187602,23438.179,0,4.23437117288126e-05,2.49510800201564e-05,4.36315402424472e-05,3.42642170891676e-05,5194675,0.141375543224552,25.4739324404318,29.7896981043087,65.0057222059128,1.31183262200388,236.374232939307,276.420495946803,603.192214591109,"4","1",-0.410748869160223,0.748683432027795,-0.214691553431948,179.186274509804,0.169418902007726,1.18215444742995
"627",626,17031819300,17031,2693,10.3910283928433,3.7175762396e-05,4066635,4.04347986821333,0,0,3,1.80444416823014,1030112,408,73516,85971,187602,82684.077,0,5.25646886660675e-05,3.0973802238721e-05,5.42732997240202e-05,4.24947929687654e-05,5194675,0.211513521057622,38.1118333678238,44.5686983305019,97.2557832780684,0.531806269162227,95.8241904012997,112.058619524867,244.529214969049,"3","3",-0.410748869160225,0.752232396453156,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"628",627,17031819400,17031,5538,13.59391426364,3.5766103961e-05,4066635,1.01588822662548,0,0,4,3.087952726049,1650522,408,73516,85971,187602,87958.989,0,0.000343573107608421,0.000202450842184398,0.000353295689626929,0.000277706922002376,5194675,0.434965421320872,78.3747988083951,91.6529711675899,200.000938653525,0.682547970412426,122.985775962843,143.821891089036,313.841579277725,"3","3",-0.410748869160224,0.745093701833741,-0.213953268731847,179.186274509804,0.169418902007726,1.18215444742995
"629",628,17031819500,17031,3212,9.403869872845,3.9724619188e-05,4066635,10.5789822705775,0,0,7,2.30456742282486,1467549,408,73516,85971,187602,115909.892,0,0.000106907528072433,6.29953818119663e-05,0.000110224535398355,8.64848263277576e-05,5194675,0.252276802687367,45.4568172214816,53.1580612839109,115.99909984744,0.445230052938799,80.224344538845,93.8158649049056,204.720706841727,"3","4",-0.410748869160223,0.749724062747361,-0.215375905054181,179.186274509804,0.169418902007726,1.18215444742995
"630",629,17031630200,17031,1931,12.3217584116,6.8705488272e-05,4066635,7.3509402849,0,0,2,1.94344805185942,634189,408,73516,85971,187602,42362.942,0,2.9446253543381e-05,1.7351238199432e-05,3.04034016916203e-05,2.38051908949957e-05,5194675,0.151664541092561,27.3278686347077,31.9577261330112,69.7366942108987,0.619391319353904,111.605814298092,130.513948814153,284.801593856449,"3","1",-0.410748869160223,0.752232396453154,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"631",630,17031630300,17031,5521,28.6591431621,5.3378743479e-05,4066635,5.037317554629,0,2,4,2.30955210517463,985487,408,73516,85971,187602,43165.028,0,0.000295804486832632,0.000174303128373608,0.000304840808676209,0.000238631189232394,5194675,0.433630207857084,78.13421166868,91.371624018827,199.38699572158,1.13964186067381,205.347821150234,240.137623539186,524.017383201293,"4","1",-0.410748869160223,0.748911861310951,-0.217194081498911,179.186274509804,0.169418902007726,1.18215444742995
"632",631,17031630500,17031,6364,40.48010531175,1.7812827956e-05,4066635,0.864468154334,0,0,8,2.07607563469397,657659,408,73516,85971,187602,51796.299,0,0.000271138081917008,0.000159768421383324,0.000279582192845425,0.000218754378923036,5194675,0.49984108726725,90.0645033616155,105.323132631012,229.831342288016,1.96847973801343,354.693030440675,414.784734207728,905.124352477441,"4","2",-0.410748869160224,0.749921482760582,-0.217566838943921,179.186274509804,0.169418902007726,1.18215444742995
"633",632,17031630800,17031,7107,43.85472172045,1.7758527276e-05,4066635,1.598175002575,0,0,1,2.15991055412221,655815,408,73516,85971,187602,52323.669,0,0.000283700127388671,0.000167170620883163,0.000292465593319994,0.000228779509916136,5194675,0.558197769831606,100.579576585638,117.619658015179,256.664259843012,2.20448178810161,397.217360622741,464.513489717853,1013.64017747902,"4","2",-0.410748869160225,0.749503541799977,-0.217755814217019,179.186274509804,0.169418902007726,1.18215444742995
"634",633,17031630900,17031,5363,36.0226112502667,2.3820422129e-05,4066635,2.23293597075617,0,0,4,2.52449929048126,659762,408,73516,85971,187602,51014.457,0,0.000244450154199306,0.000144042529795898,0.000251919831131732,0.000197237215582351,5194675,0.421220576840707,75.8981664877976,88.7567505185599,193.680937883506,1.65356794422448,297.950247518644,348.428651306183,760.325131059806,"4","2",-0.410748869160224,0.748926733574386,-0.217063560672152,179.186274509804,0.169418902007726,1.18215444742995
"635",634,17031640100,17031,1211,15.0362603174,3.5297878974e-05,4066635,1.08022679406,0,0,0,1.67883762316579,305457,408,73516,85971,187602,44591.344,0,3.84109679571991e-05,2.26337063054299e-05,3.96595134401805e-05,3.10525216165649e-05,5194675,0.0951143238027403,17.1382956585349,20.0418468912877,43.7344053285335,0.806483723237959,145.317297543044,169.936794535516,370.828331977666,"3","1",-0.410748869160225,0.752232396453161,-0.21702212349624,179.186274509804,0.169418902007726,1.18215444742995
"636",635,17031640300,17031,6463,22.6147945929333,2.3910075974e-05,4066635,2.8810113027825,0,2,10,0.841247666972997,1324645,408,73516,85971,187602,57465.892,0,0.00157527887140245,0.0009282348563619,0.00162615466867435,0.00127356567705752,5194675,0.5076167421446,91.4655696458393,106.961566026749,233.406657009341,0.992512984350157,178.837217052662,209.135622003842,456.366227671711,"4","2",-0.410748869160224,0.75187847938383,-0.21682377353703,179.186274509804,0.169418902007726,1.18215444742995
"637",636,17031819600,17031,4010,11.990402705925,3.9931753559e-05,4066635,1.105448989759,0,1,8,2.60863806905438,1474314,408,73516,85971,187602,137323.044,0,0.00014325189393168,8.44113404941818e-05,0.000147711014616156,0.000115880991176934,5194675,0.314953293516919,56.7502606034064,66.3648274434878,144.818303358728,0.553293959230408,99.6959772225065,116.586360218131,254.409444459664,"3","4",-0.410748869160224,0.749895378409937,-0.215488489615595,179.186274509804,0.169418902007726,1.18215444742995
"638",637,17031827000,17031,3624,10.4234987045567,5.2487027026e-05,4066635,0.2380000756974,0,1,5,2.31017970874537,1457365,408,73516,85971,187602,38668.591,0,6.43254691788864e-05,3.79038554554581e-05,6.63809455584337e-05,5.19825156691724e-05,5194675,0.284636093692098,51.2875173134027,59.9765921833416,130.878187374571,0.505849586522617,91.1471524578351,106.589202948372,232.594103261804,"3","1",-0.410748869160223,0.751297981716924,-0.216906067970765,179.186274509804,0.169418902007726,1.18215444742995
"639",638,17031827100,17031,2716,7.15468455066667,5.8036357738e-05,4066635,2.27466465414933,0,0,9,2.10249999070524,1611704,408,73516,85971,187602,26250.423,0,3.84707782205292e-05,2.26689495707331e-05,3.96341004871463e-05,3.09916221933248e-05,5194675,0.213319986332157,38.4373336156737,44.9493444729459,98.0864119506995,0.342804115768335,61.7685965069237,72.233364305685,157.624357172478,"3","1",-0.410748869160223,0.748387165601895,-0.21805662769171,179.186274509804,0.169418902007726,1.18215444742995
"640",639,17031827200,17031,4140,5.7329197419725,0.000106037433543,4066635,2.161892123705,0,1,15,2.53010202720489,3926634,408,73516,85971,187602,43545.08,0,0.000113888740252225,6.71090689835411e-05,0.000117550223898642,9.20480254756469e-05,5194675,0.32516374941647,58.5900446129931,68.5163056399101,149.513161073599,0.21447736432493,38.645877244391,45.1932193342611,98.618584563935,"2","1",-0.410748869160224,0.751629484346927,-0.216947255200338,179.186274509804,0.169418902007727,1.18215444742995
"641",640,17031827300,17031,2947,8.97352372409667,5.8746985345e-05,4066635,3.16460344438333,0,1,13,1.92058794301716,1632053,408,73516,85971,187602,28012.174,0,3.59515729434879e-05,2.11845050124189e-05,3.71201759855847e-05,2.9064276568639e-05,5194675,0.231463181045975,41.7064882788625,48.7723557296655,106.428812967125,0.367322408591556,66.1864563480805,77.3996931103546,168.898084550473,"3","1",-0.410748869160224,0.752232396453157,-0.21702212349624,179.186274509804,0.169418902007726,1.18215444742995
"642",641,17079977500,17079,4003,0.02755660091776,0.01485234727606,0,0.00598525742317,0,10,65,1.61496302340174,706210503,0,38,39,284,66393.589,0,0,0,0,0,9698,0,15.6850897092184,16.097855227882,117.225407300474,0,0.0575244663939466,0.0590382681411557,0.429919696207391,"1","2",0,0,0,Inf,0.0263157894736841,6.28205128205128
"643",642,17079977300,17079,2799,0.0209814700073,0.014833920840775,0,0.0013864725781,0,11,63,2.23357315924771,569302713,0,38,39,284,78435.278,0,0,0,0,0,9698,0,10.967415962054,11.2560321715818,81.9670035058775,0,0.0498954364577566,0.0512084742592765,0.372902735631655,"1","3",0,0,0,Inf,0.0263157894736843,6.28205128205128
"644",643,17079977400,17079,2896,2.2057987076525,0.000143396094528,0,1.0935251345035,0,1,10,2.03036283877315,5530440,0,38,39,284,55258.721,0,0,0,0,0,9698,0,11.3474943287276,11.6461126005362,84.8075891936482,0,5.31422641081079,5.45407447425318,39.7168500176385,"1","2",0,0,0,Inf,0.0263157894736842,6.28205128205128
"645",644,17031750100,17031,4147,13.2742605585825,3.4760267401e-05,4066635,0.363645282313225,0,0,10,1.75242116006485,1285527,408,73516,85971,187602,50338.441,0,0.000382521481185105,0.000225401215358829,0.000394822217872191,0.000309074457248832,5194675,0.325713543195676,58.689109905817,68.6321544658713,149.7659611044,0.656227428032863,118.243175488392,138.275804449542,301.739161651522,"3","2",-0.410748869160223,0.751641921023587,-0.21718068726091,179.186274509804,0.169418902007726,1.18215444742995
"646",645,17031750200,17031,3227,10.44013427003,3.5447786273e-05,4066635,0.894198551830375,0,0,12,0.652568076598202,1311132,408,73516,85971,187602,136828.06,0,0.000704676448390423,0.000415231394090213,0.000727581900749279,0.000569680531631241,5194675,0.253454932214239,45.6690999918185,53.4063087681135,116.540814199156,0.500672910458198,90.2143864834433,105.498408786769,230.213821930831,"3","4",-0.410748869160225,0.752232396453159,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"647",646,17031750300,17031,2530,15.5671936773333,2.3858356553e-05,4066635,2.85269865737833,0,0,1,0.379436560310659,661763,408,73516,85971,187602,105051.244,0,0.000496917346693958,0.000292809108473315,0.00051306960584351,0.000401722150481973,5194675,0.198711180198954,35.8050272634958,41.871075668834,91.3691539894219,0.777713406030996,140.133281269056,163.874507916399,357.599486270164,"3","4",-0.410748869160225,0.752232396453159,-0.21702212349624,179.186274509804,0.169418902007726,1.18215444742995
"648",647,17031750400,17031,3009,14.0634681483333,3.5887116731e-05,4066635,2.592115943573,0,0,3,0.508533566631727,995559,408,73516,85971,187602,109255.233,0,0.000683764089288767,0.000402908762841036,0.000705767237854209,0.000552515679975333,5194675,0.236332783090376,42.5839237295885,49.7984453310361,108.667898954218,0.614832378798318,110.784355783669,129.553319700172,282.705352763044,"3","4",-0.410748869160223,0.751680040110377,-0.217141785080329,179.186274509804,0.169418902007726,1.18215444742995
"649",648,17031750500,17031,5936,9.281920478405,7.127322249e-05,4066635,1.6474209980195,0,1,14,1.18499896699674,2636170,408,73516,85971,187602,47824.548,0,0.00158714154455968,0.00093522494993458,0.0016387235948742,0.00128286421226825,5194675,0.466225124767189,84.0073683146684,98.2398044150981,214.374426119055,0.458059636953239,82.5360594859175,96.519228060066,210.619862773778,"3","2",-0.410748869160223,0.752223991659793,-0.217156440365567,179.186274509804,0.169418902007726,1.18215444742995
"650",649,17031804901,17031,6648,9.84558973656833,5.180398781e-05,4066635,2.98485090995167,0,0,9,3.37321019639968,2860240,408,73516,85971,187602,116969.459,0,0.000751259038694508,0.000442680238104342,0.000778215417419579,0.000607654931806977,5194675,0.522147006309346,94.0837238133281,110.02328499858,240.087800680505,0.472813731134872,85.1945447502726,99.6281109789119,217.403925461677,"3","4",-0.410748869160224,0.757962859946213,-0.21916873116977,179.186274509804,0.169418902007726,1.18215444742995
"651",650,17031804902,17031,5523,9.82320289815,5.6904282721e-05,4066635,0.4900431780514,0,0,8,3.31075113992822,2615987,408,73516,85971,187602,94714.21,0,0.000735713948766169,0.000433520276285062,0.00075871140464008,0.000595180858058356,5194675,0.433787291794001,78.1625160380582,91.4047236833873,199.459224301809,0.429478084465428,77.3860560234323,90.4967166656306,197.477812749714,"3","4",-0.410748869160225,0.750117459653002,-0.215537219529869,179.186274509804,0.169418902007726,1.18215444742995
"652",651,17031805001,17031,4694,6.757582879875,8.4216411699e-05,4066635,0.465491039656775,0,0,7,3.0911975600366,3097295,408,73516,85971,187602,126856.64,0,0.000296330583782009,0.000174613131595959,0.000305934246719656,0.000239760520544193,5194675,0.368675999942249,66.4303549307704,77.6849127231251,169.520477796975,0.308291861075688,55.5499619089223,64.9611754621029,141.755317944905,"2","4",-0.410748869160225,0.752068953368086,-0.21630048575798,179.186274509804,0.169418902007726,1.18215444742995
"653",652,17031805002,17031,6941,19.01723421284,4.1012769067e-05,4066635,2.54007481119428,0,0,8,3.88477649313483,1886336,408,73516,85971,187602,46411.67,0,0.00200480732307787,0.0011813349822395,0.00206744111275055,0.00162201994534894,5194675,0.545159803067564,98.2303139272428,114.872385856671,250.669287684023,0.748521944099562,134.873380496136,157.723480529861,344.176994502368,"4","1",-0.410748869160224,0.750088792622754,-0.215445636954088,179.186274509804,0.169418902007726,1.18215444742995
"654",653,17031819801,17031,5278,9.822387352376,4.7381809544e-05,4066635,2.4146096828392,0,1,12,2.13000815897703,2186479,408,73516,85971,187602,155726.53,0,0.000341458837736056,0.000201205006271207,0.000351544676483265,0.000276141068617375,5194675,0.41454450952177,74.6952307892217,87.3500147747453,190.611223223782,0.491049893303976,88.4804508728801,103.470711708912,225.789073734344,"3","4",-0.410748869160224,0.747196468906013,-0.214492247813856,179.186274509804,0.169418902007726,1.18215444742995
"655",654,17031819802,17031,2678,6.485245271,9.4047937191e-05,4066635,1.049197921416,0,0,5,2.81947176244764,1736377,408,73516,85971,187602,161266.631,0,0.000142085261367564,8.37239009365022e-05,0.000146242629471116,0.00011503424695917,5194675,0.21033539153075,37.8995505974869,44.3204508462993,96.7140689263525,0.313738700791731,56.531407665208,66.1088966807987,144.259822906692,"2","4",-0.410748869160222,0.746724983371584,-0.213401404397681,179.186274509804,0.169418902007726,1.18215444742995
"656",655,17031819900,17031,3398,7.61001517986,7.5499603588e-05,4066635,0.300011527626933,0,0,4,2.34697637572917,2090712,408,73516,85971,187602,122465.897,0,0.000208277089047991,0.000122727510249546,0.000214269409303476,0.000168484754767635,5194675,0.266885608820571,48.0891235736596,56.2363300880228,122.716357808718,0.330621207916384,59.5734037283845,69.6662643769104,152.022548645906,"3","4",-0.410748869160223,0.745895511672935,-0.213677979907036,179.186274509804,0.169418902007726,1.18215444742995
"657",656,17031820000,17031,2158,6.409003263075,9.3789260367e-05,4066635,0.18168578632325,0,0,3,2.23646791685646,1731364,408,73516,85971,187602,115384.457,0,6.82268797169315e-05,4.02027660268714e-05,6.99137780343118e-05,5.53504947087177e-05,5194675,0.169493567932546,30.5404145591399,35.7145380606101,77.9346380668666,0.253550576854604,45.6863338432428,53.4264623597235,116.584792448719,"2","4",-0.410748869160222,0.739029050577807,-0.208303480873925,179.186274509804,0.169418902007726,1.18215444742995
"658",657,17031827400,17031,4298,6.557174092825,7.6886294014e-05,4066635,11.00434373308,1,0,9,2.08360242254001,2848415,408,73516,85971,187602,51981.56,0,9.70009304192586e-05,5.71579079420586e-05,0.000100153938009562,7.84183177062163e-05,5194675,0.337573380432847,60.8260897938755,71.1311791401772,155.219218911674,0.306947918516464,55.3078019060205,64.6779889773993,141.137361297857,"2","2",-0.410748869160223,0.752232396453156,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"659",658,17031827600,17031,3463,7.81466698438666,8.161141063e-05,4066635,0.8014068332819,0,0,5,2.80512578208021,2266185,408,73516,85971,187602,22205.25,0,0.000110051163754993,6.4847772692863e-05,0.00011359452370745,8.89493605776855e-05,5194675,0.271990836770347,49.0090155784529,57.312069186234,125.063786666153,0.310855586474713,56.0119100374387,65.5013863353371,142.934141504483,"3","1",-0.410748869160225,0.751710490435273,-0.2169573173548,179.186274509804,0.169418902007726,1.18215444742995
"660",659,17031282700,17031,2349,21.57700146975,2.3821106719e-05,4066635,4.5271570295975,0,0,3,1.6898958669095,439297,408,73516,85971,187602,65256.768,0,0.000176709368438148,0.000104126195182162,0.000182000959472694,0.000142289957037695,5194675,0.18449508390804,33.2434818347635,38.8755560261229,84.8324674787162,1.08774306977244,195.996371366154,229.201861400507,500.153861214338,"4","2",-0.410748869160222,0.747888311431104,-0.218191170805101,179.186274509804,0.169418902007726,1.18215444742995
"661",660,17031282800,17031,1691,41.6221609528,1.7830045521e-05,4066635,2.83060231199,0,1,6,2.24116044371201,164404,408,73516,85971,187602,77928.578,0,9.42664845233822e-05,5.55466326056933e-05,9.70176601347988e-05,7.5882806355163e-05,5194675,0.132814468662621,23.9313443093168,27.98576638577,61.0692645834436,2.09234248458789,377.011397296479,440.884254270847,962.077536258965,"4","3",-0.410748869160223,0.746598409006976,-0.217845428865946,179.186274509804,0.169418902007726,1.18215444742995
"662",661,17031400300,17031,1567,19.7803943851,0.000158627940886,4066635,2.19641903192,0,0,5,1.95335360020106,1385551,408,73516,85971,187602,34960.865,0,9.74937853724028e-05,5.7448323280539e-05,0.000100662813174075,7.88167557019316e-05,5194675,0.123075264573818,22.1764734078648,25.9335871830288,56.5910926092585,0.230063660771916,41.4543139345789,48.4774582848589,105.785301196405,"4","1",-0.410748869160222,0.752232396453157,-0.217022123496241,179.186274509804,0.169418902007726,1.18215444742995
"663",662,17031400500,17031,2258,28.58368706105,1.766358989e-05,4066635,0.8376928885455,0,0,20,2.37479419490973,326149,408,73516,85971,187602,26420.891,0,7.48172271303804e-05,4.4086135692873e-05,7.71546191214282e-05,6.03810723615472e-05,5194675,0.177347764778355,31.9556330280528,37.3695212886273,81.5460670783062,1.4083462183724,253.764658308493,296.757188087484,647.570017791908,"4","1",-0.410748869160224,0.750088047156762,-0.21740171814577,179.186274509804,0.169418902007726,1.18215444742995
"664",663,17031400800,17031,2701,22.10151610155,2.6713380165e-05,4066635,0.928544698062,0,0,10,2.7734633983495,493317,408,73516,85971,187602,24471.991,0,0.000166591386061366,9.81641626248254e-05,0.000172470509051591,0.000135093786989538,5194675,0.212141856805286,38.2250508453368,44.7010969887433,97.5446975989836,1.11378162343015,200.68816134336,234.688529284101,512.126617938095,"4","1",-0.410748869160224,0.756960019215542,-0.216713699446855,179.186274509804,0.169418902007726,1.18215444742995
"665",664,17031410100,17031,1802,53.6151936853,2.6259828336e-05,4066635,7.58618203395,0,0,6,2.34720937227677,220901,408,73516,85971,187602,82527.76,0,0.000395109345888512,0.00023281862887017,0.000407716725398046,0.000319200147661114,5194675,0.141532627161468,25.50223680981,29.8227977688691,65.0779507861416,1.65942890411634,299.006312046609,349.663633126925,763.020052132433,"4","3",-0.410748869160224,0.751220370022056,-0.217103131225524,179.186274509804,0.169418902007726,1.18215444742995
"666",665,17031410500,17031,2557,39.57987723055,1.4236566465e-05,4066635,2.387814008337,1,0,5,1.40187013084056,263011,408,73516,85971,187602,96498.598,0,0.000523187868767321,0.000308289043312797,0.000540029920372435,0.000422754277649452,5194675,0.200831813347322,36.1871362501023,42.3179211403986,92.3442398225105,1.97769065388734,356.352711056818,416.725596091541,909.359612869052,"4","4",-0.410748869160223,0.751700010384442,-0.217165083449643,179.186274509804,0.169418902007726,1.18215444742995
"667",666,17031410600,17031,2327,37.2656036613,1.3679657142e-05,4066635,13.13124279845,0,0,7,1.14274980451484,252245,408,73516,85971,187602,33860.162,0,0.000434965021760696,0.000256303630948238,0.000448954159931095,0.000351450916451783,5194675,0.182767160601963,32.9321337716027,38.5114597159591,84.0379530961995,1.87661577418416,338.140405036575,395.427781182319,862.884491344354,"4","1",-0.410748869160224,0.751649628489911,-0.217178616842034,179.186274509804,0.169418902007726,1.18215444742995
"668",667,17031460100,17031,3405,18.53920145176,0.000148417046065,4066635,0.477363894062025,0,0,5,1.1200533971248,2964056,408,73516,85971,187602,26395.375,0,7.15369021256143e-05,4.21532004742926e-05,7.36436432443056e-05,5.75585373706521e-05,5194675,0.267435402599778,48.1881888664835,56.352178913984,122.969157839518,0.233685764618963,42.1069673326658,49.2406835050413,107.450776505016,"4","1",-0.410748869160224,0.747047493801038,-0.21841811682636,179.186274509804,0.169418902007726,1.18215444742995
"669",668,17031805105,17031,7356,14.3531575120425,8.065060124e-05,4066635,9.1645357742075,0,1,5,3.38255710303253,2931625,408,73516,85971,187602,60484.941,0,0.00207629007796395,0.00122345627639166,0.00214260430550214,0.00167935437528473,5194675,0.577754719977669,104.103470573231,121.740566252942,265.656718081497,0.510428422715103,91.9721958929498,107.554024336373,234.699492544605,"3","2",-0.410748869160225,0.75127166115108,-0.216208811411327,179.186274509804,0.169418902007726,1.18215444742995
"670",669,17031827700,17031,2902,9.82859851739,7.3880440375e-05,4066635,0.58669279657615,0,1,4,1.10425790448137,1368523,408,73516,85971,187602,28877.816,0,3.18623407579917e-05,1.87749203228489e-05,3.28980236305227e-05,2.57584246833971e-05,5194675,0.227928792465361,41.0696399678517,48.0276132770578,104.803669911977,0.431366935364101,77.7264010299687,90.8947225494782,198.346323059255,"3","1",-0.410748869160223,0.752232396453159,-0.217022123496242,179.186274509804,0.169418902007726,1.18215444742995
"671",670,17031827802,17031,3385,8.099193473785,9.9036496747e-05,4066635,1.20948209562,0,0,6,2.54324738765312,1835790,408,73516,85971,187602,78114.432,0,0.000126612787603859,7.46067282743505e-05,0.000130586605898958,0.000102202518106773,5194675,0.265864563230616,47.9051451727009,56.0211822683806,122.24687203723,0.375091496722008,67.586339394645,79.0367428056073,172.470379823633,"3","3",-0.410748869160224,0.75033283082396,-0.2173583392936,179.186274509804,0.169418902007726,1.18215444742995
"672",671,17031827804,17031,3308,8.83774369273333,5.4668843715e-05,4066635,0.572140727572,0,1,9,2.39622540832645,1503996,408,73516,85971,187602,82141.437,0,0.000133173312141259,7.84725247769155e-05,0.000137502100145584,0.000107661102386797,5194675,0.259816831659343,46.815426951638,54.7468451828074,119.466071698422,0.447425122139753,80.619865880456,94.278395037933,205.730019028583,"3","3",-0.410748869160222,0.752232396453156,-0.217022123496239,179.186274509804,0.169418902007726,1.18215444742995
"673",672,17031450300,17031,3615,11.5413386929575,3.6982894132e-05,4066635,9.72926440428975,0,0,10,1.24159516522194,1366771,408,73516,85971,187602,39458.64,0,0.000332960728958211,0.000196197486063862,0.000343783591183767,0.000269174946201904,5194675,0.283929215975975,51.1601476512005,59.8276436928201,130.553158763542,0.538039415072295,96.947317741311,113.372025865638,247.395270456845,"3","1",-0.410748869160223,0.752232396453159,-0.217022123496237,179.186274509804,0.169418902007726,1.18215444742995
"674",673,17031460200,17031,2385,18.8268684569,3.2481406497e-05,4066635,0.908594709445,0,0,2,2.05369941635852,600282,408,73516,85971,187602,17363.25,0,3.67813654306082e-05,2.1673461173817e-05,3.7918276108852e-05,2.97565385229177e-05,5194675,0.187322594772531,33.7529604835721,39.4713499882091,86.1325819228344,0.808229332981593,145.631832459497,170.304617612158,371.630978740227,"4","1",-0.410748869160223,0.749525643585706,-0.215245481163342,179.186274509804,0.169418902007726,1.18215444742995
"675",674,17031805106,17031,2718,10.21100247657,9.2577948738e-05,4066635,2.3913917422945,1,0,3,3.12135668987911,1702294,408,73516,85971,187602,88613.137,0,0.00041126234633974,0.000242336802652511,0.000424480159894825,0.000332639956773196,5194675,0.213477070269074,38.465637985052,44.9824441375062,98.1586405309283,0.324800305938281,58.5245570866634,68.4397232887745,149.346046555474,"3","3",-0.410748869160225,0.751612447010332,-0.216359236069796,179.186274509804,0.169418902007726,1.18215444742995
"676",675,17031805107,17031,6460,13.278213746172,7.1800208169e-05,4066635,9.973883531728,0,0,2,3.51525150769132,3177000,408,73516,85971,187602,49044.924,0,0.00204498410028081,0.00120500919363983,0.00211019471102517,0.00165470576244352,5194675,0.507381116239226,91.4231130917719,106.911916529908,233.298314138998,0.413634589568648,74.5312757027665,87.1582825975643,190.192834000631,"3","2",-0.410748869160224,0.751185569506864,-0.215851620801557,179.186274509804,0.169418902007726,1.18215444742995
"677",676,17031805108,17031,6699,18.33913373929,4.0888718743e-05,4066635,2.3443042088205,0,0,4,3.71401724025516,1502410,408,73516,85971,187602,66006.982,0,0.00175126828487807,0.00103193681726824,0.00180716839049642,0.00141851095048311,5194675,0.526152646700708,94.8054852324736,110.867326444869,241.929629476339,0.907032937051027,163.43488578491,191.123844684348,417.06174768786,"4","2",-0.410748869160224,0.75123937847318,-0.215064319438736,179.186274509804,0.169418902007726,1.18215444742995
"678",677,17031640400,17031,3190,12.397800621025,7.2287323541e-05,4066635,3.1218846463075,0,0,2,0.674193212398605,1334945,408,73516,85971,187602,83947.077,0,0.000480612875286095,0.000283201680258487,0.00049623515887889,0.000388541150945499,5194675,0.25054887938129,45.1454691583208,52.7939649737472,115.204585464923,0.48610362044694,87.5892003940618,102.428466552558,223.514733831095,"3","3",-0.410748869160225,0.752232396453158,-0.217022123496242,179.186274509804,0.169418902007726,1.18215444742995
